
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
3.32392,um,Nucleus,1,TVC,4,100000004,
2.21023,um,Nucleus,1,TVC,5,100000005,
2.78268,um,Nucleus,1,TVC,6,100000006,
3.7304,um,Nucleus,1,ATM,9,100000009,
3.7213,um,Nucleus,1,ATM,10,100000010,
