
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
46947.1,55491.7,53.584,um,Cell,Cell Center of Homogeneous Mass,1,ATM,9,
46951.9,55508.9,57.8692,um,Cell,Cell Center of Homogeneous Mass,1,ATM,10,
46996.2,55526.5,25.7842,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
46981.6,55527.3,27.3896,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
46991.3,55523.9,36.2931,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
