
Nucleus Area
 ==================== 
Nucleus Area,Unit,Category,Time,Default Labels,CellID,ID,
284.309,um^2,Nucleus,1,TVC,4,100000004,
118.727,um^2,Nucleus,1,TVC,5,100000005,
145.927,um^2,Nucleus,1,TVC,6,100000006,
276.45,um^2,Nucleus,1,ATM,9,100000009,
279.82,um^2,Nucleus,1,ATM,10,100000010,
