
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.594047,-0.802731,0.0522537,um,Cell,Cell Ellipsoid Axis C,1,ATM,0,
-0.595674,-0.793835,0.122466,um,Cell,Cell Ellipsoid Axis C,1,ATM,1,
0.958846,-0.247221,0.139629,um,Cell,Cell Ellipsoid Axis C,1,TVC,2,
0.734342,-0.497462,-0.461815,um,Cell,Cell Ellipsoid Axis C,1,TVC,3,
0.603283,-0.607718,-0.516457,um,Cell,Cell Ellipsoid Axis C,1,TVC,4,
0.702057,-0.63548,-0.321374,um,Cell,Cell Ellipsoid Axis C,1,TVC,5,
