
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.489238,,Cell,1,TVC,1,
0.486779,,Cell,1,TVC,2,
0.477807,,Cell,1,TVC,3,
0.401166,,Cell,1,TVC,7,
0.587378,,Cell,1,TVC,9,
