
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.86382,um,Cell,1,TVC,0,
6.04168,um,Cell,1,TVC,1,
3.91283,um,Cell,1,TVC,2,
5.61315,um,Cell,1,TVC,3,
7.67443,um,Cell,1,ATM,4,
8.33473,um,Cell,1,ATM,5,
