
Nucleus Distance from Origin
 ==================== 
Nucleus Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
78774.1,um,Nucleus,Nucleus Distance from Origin,1,ATM,4,100000004,
78781.7,um,Nucleus,Nucleus Distance from Origin,1,ATM,5,100000005,
78734.6,um,Nucleus,Nucleus Distance from Origin,1,TVC,0,100000000,
78747.2,um,Nucleus,Nucleus Distance from Origin,1,TVC,1,100000001,
78746.3,um,Nucleus,Nucleus Distance from Origin,1,TVC,2,100000002,
78747.5,um,Nucleus,Nucleus Distance from Origin,1,TVC,3,100000003,
