
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
3.16677,um,Nucleus,1,TVC,0,100000000,
3.32711,um,Nucleus,1,TVC,1,100000001,
2.77115,um,Nucleus,1,TVC,2,100000002,
3.07389,um,Nucleus,1,TVC,3,100000003,
5.77484,um,Nucleus,1,ATM,4,100000004,
5.34362,um,Nucleus,1,ATM,5,100000005,
