
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
9.80267,um,Surface,1,ATMgroup,0,
11.1033,um,Surface,1,TVCgroup,2,
