
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.66445,-0.657507,0.355235,um,Surface,Ellipsoid Axis A,1,ATM,6,
-0.0490147,-0.168409,0.984498,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
