
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.72789,um,Cell,1,TVC,0,
5.70337,um,Cell,1,TVC,1,
5.92931,um,Cell,1,TVC,2,
6.44861,um,Cell,1,TVC,3,
8.65674,um,Cell,1,ATM,4,
7.87276,um,Cell,1,ATM,5,
