
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
15.8838,um,Surface,1,TVCgroup,0,
11.3657,um,Surface,1,ATMgroup,4,
