
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.31212,,Cell,1,TVC,1,
0.355465,,Cell,1,TVC,2,
0.403819,,Cell,1,TVC,3,
0.43562,,Cell,1,TVC,5,
0.768094,,Cell,1,ATM,8,
0.46251,,Cell,1,ATM,9,
