
Nucleus Distance from Position to Cell Membrane
 ==================== 
Nucleus Distance from Position to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
4.37428,um,Nucleus,1,ATM,1,100000000,
5.7907,um,Nucleus,1,ATM,2,100000001,
5.23789,um,Nucleus,1,ATM,3,100000003,
3.77723,um,Nucleus,1,TVC,4,100000004,
1.84773,um,Nucleus,1,TVC,6,100000006,
3.58169,um,Nucleus,1,TVC,11,100000011,
