
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
6.59972,8.05824,11.5709,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,0,100000000,
8.15111,8.09028,11.4832,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,1,100000001,
5.16675,5.77605,8.38485,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,2,100000002,
4.75393,6.98109,8.82807,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,3,100000003,
3.63336,5.77792,5.47083,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,5,100000005,
4.71283,4.69805,6.78198,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,7,100000007,
