
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
3.2975,um,Nucleus,1,TVC,4,100000004,
2.87709,um,Nucleus,1,TVC,5,100000005,
4.02176,um,Nucleus,1,TVC,6,100000006,
5.30681,um,Nucleus,1,ATM,7,100000007,
3.09095,um,Nucleus,1,TVC,8,100000008,
5.62925,um,Nucleus,1,ATM,9,100000009,
