
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
13.7891,16.2495,35.5469,um,Surface,BoundingBoxOO Length,1,ATM,1,
24.7109,33.168,62.6406,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
