
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
10.6417,um,Surface,1,ATMgroup,0,
13.6656,um,Surface,1,TVCgroup,2,
