
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
18.6162,29.866,37.8547,um,Cell,Cell BoundingBoxOO Length,1,ATM,1,
17.5268,28.1338,51.4052,um,Cell,Cell BoundingBoxOO Length,1,ATM,2,
13.8708,17.853,25.4383,um,Cell,Cell BoundingBoxOO Length,1,TVC,3,
13.5594,16.8793,25.3743,um,Cell,Cell BoundingBoxOO Length,1,TVC,4,
10.9803,13.373,18.2145,um,Cell,Cell BoundingBoxOO Length,1,TVC,5,
12.3909,14.3895,18.0152,um,Cell,Cell BoundingBoxOO Length,1,TVC,6,
