
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
22.2188,um,Surface,1,TVCgroup,0,
63.2094,um,Surface,1,ATMgroup,2,
