Column1,Column2
0.12079195,0.117849834
0.111158855,0.11738358
0.11324312,0.117363885
0.11381398,0.11738654
0.11748098,0.11718953
0.112620704,0.1172121
0.12078278,0.11746985
0.11054269,0.11744932
0.11459124,0.11753441
0.116869554,0.117386684
0.113670886,0.11714109
0.11097782,0.1169223
0.11641812,0.116506316
0.12564111,0.11706359
0.116464995,0.11603272
0.11161356,0.1163783
0.110417925,0.11481089
0.11490585,0.11372443
0.11181039,0.1127091
0.10785552,0.110923804
0.09146992,0.10902466
0.10609276,0.10771532
0.1017077,0.10589998
0.099836044,0.104208685
0.10818512,0.10595331
0.10494147,0.10463325
0.10802693,0.11129856
0.100837454,0.10250824
0.09629922,0.10094904
0.1022956,0.10336362
0.09793607,0.09823672
0.0992397,0.10054382
0.09653902,0.09807696
0.096475534,0.096248016
0.08844725,0.09839264
0.09954228,0.09946015
0.0937625,0.09343438
0.09070112,0.09170043
0.08986641,0.090789385
0.09268462,0.09767593
0.08847682,0.091020264
0.094792396,0.094205275
0.08626909,0.08841993
0.10964823,0.09853892
0.086772956,0.09165609
0.09057497,0.089587726
0.08850416,0.09448488
0.08725758,0.08857351
0.090540014,0.09050314
0.08853937,0.08591533
0.093568124,0.09690948
0.0842767,0.08598389
0.09300971,0.090750895
0.09174382,0.09514123
0.082679205,0.0852126
0.10081061,0.094319925
0.08126453,0.08364756
0.093335144,0.09276577
0.08620616,0.08904449
0.08507163,0.088344075
0.091910966,0.09109477
0.084204264,0.08528258
0.09795659,0.10047345
0.07745887,0.08340865
0.10256888,0.097459815
0.08192968,0.08621371
0.08839864,0.08760341
0.09109443,0.09491189
0.09059377,0.08637811
0.0889657,0.09196375
0.08092235,0.07954832
0.09295886,0.0964198
0.07681409,0.079507865
0.09577907,0.09554049
0.07840755,0.08192248
0.09074693,0.09048033
0.08978251,0.08549277
0.084066086,0.08860695
0.08934629,0.08747738
0.08970378,0.08879155
0.0810241,0.08231991
0.09715123,0.096926674
0.08027833,0.08085586
0.09387747,0.09017742
0.07961244,0.08245839
0.0863172,0.09019394
0.08429948,0.08641523
0.08425534,0.08436578
0.088661455,0.09121704
0.08012824,0.08173316
0.10856802,0.09123348
0.08027053,0.08150399
0.090478085,0.0898235
0.08804297,0.091003574
0.078928605,0.083032146
0.09071616,0.09325651
0.08630855,0.08793374
0.1039912,0.09066476
0.08353014,0.085316196
0.087566905,0.08523389
0.083251275,0.08553261
0.079663195,0.082703486
0.08250977,0.086488
0.07847043,0.0807897
0.09657179,0.088575944
0.08015255,0.08057059
0.08146594,0.082578935
0.09040118,0.09078758
0.079421,0.080513395
0.08300466,0.08926928
0.076904185,0.08019461
0.10215785,0.08994881
0.08144506,0.08145128
0.08717891,0.08476075
0.08316218,0.08562013
0.07765394,0.081063725
0.08694204,0.087634735
0.08059311,0.081939034
0.08437379,0.08314878
0.0822898,0.084193826
0.08196371,0.08646663
0.079976656,0.08205424
0.084582075,0.08800229
0.07843185,0.07860547
0.09109812,0.09185779
0.08291184,0.080131836
0.087597676,0.0893955
0.080003716,0.081678815
0.09073173,0.08851637
0.07915621,0.08263735
0.082706936,0.087187044
0.08832843,0.088209935
0.086878054,0.082666636
0.081215106,0.084218636
0.08070314,0.082208686
0.083987035,0.087016754
0.07692907,0.08049475
0.08124633,0.086898014
0.08393692,0.08160991
0.085864566,0.084208846
0.08077596,0.07954101
0.08552221,0.085169055
0.0802521,0.08167107
0.08410078,0.084488034
0.07735599,0.08289267
0.082551636,0.08421649
0.0818278,0.08247422
0.08329593,0.08621794
0.08081397,0.08121745
0.0815891,0.08485942
0.083270095,0.08300627
0.08250887,0.086029716
0.07972659,0.08038227
0.088206075,0.0856055
0.07699398,0.08021249
0.08161276,0.08184697
0.08514285,0.08431876
0.07711265,0.07995146
0.087023154,0.08952535
0.078863755,0.080454156
0.08984247,0.08820107
0.07452977,0.079634674
0.08622843,0.08688213
0.07788261,0.08041794
0.08499372,0.085662775
0.076138005,0.08007658
0.08385877,0.08539738
0.08711823,0.08024536
0.0806012,0.0811745
0.07777561,0.082558945
0.078221984,0.0795458
0.0806034,0.0834191
0.08343388,0.08071924
0.08432506,0.08445861
0.08232947,0.07891743
0.08131496,0.08348757
0.078443035,0.07979555
0.08333207,0.084655546
0.07700037,0.07967312
0.08984839,0.08584101
0.07455826,0.07785585
0.08382856,0.08548391
0.077736855,0.08020643
0.08403005,0.083330646
0.080099724,0.08344591
0.08184091,0.082690105
0.076797724,0.08053006
0.08126819,0.08546107
0.092415705,0.081925504
0.08140106,0.08064868
0.07461743,0.08105401
0.080932714,0.0828825
0.07946815,0.080192804
0.084126756,0.083386146
0.07648466,0.08051419
0.10019106,0.08009715
0.081281245,0.081782825
0.076294385,0.07922877
0.08159699,0.083181314
0.07834681,0.08018057
0.08036548,0.08210104
0.07945708,0.08095019
0.090528965,0.080547996
0.0769618,0.07984098
0.08452071,0.083057545
0.078730054,0.08140637
0.08119016,0.0807007
0.082279444,0.08267682
0.0775402,0.07979883
0.08098922,0.08447696
0.07633519,0.07762336
0.08016034,0.08398341
0.07951176,0.08059516
0.080833815,0.083007716
0.0802092,0.080489196
0.078894354,0.08145405
0.10132145,0.080420636
0.07745601,0.08149987
0.077487744,0.078393005
0.07983521,0.085225426
0.07474168,0.07681535
0.084240854,0.08401124
0.07498846,0.07710512
0.08583164,0.083950706
0.07261094,0.07776451
0.08146367,0.08373594
0.0763517,0.07802855
0.08230688,0.08400442
0.07577373,0.077278316
0.0838296,0.083616324
0.093565926,0.07771141
0.08153242,0.08307343
0.08278215,0.07945394
0.08149694,0.08182999
0.07809467,0.07904887
0.080555476,0.08234285
0.079974785,0.07839715
0.086960055,0.08331137
0.078282095,0.07991283
0.08396951,0.08460166
0.07775654,0.078704655
0.081763014,0.08307143
0.07446664,0.07893317
0.07817803,0.08264434
0.08025309,0.0791421
0.081970505,0.08436598
0.0779769,0.080855235
0.07984642,0.078772254
0.08262556,0.083400145
0.07705266,0.079360195
0.08087419,0.08200116
0.084291115,0.07935381
0.0751702,0.07935007
0.084901676,0.08408868
0.07511038,0.077615276
0.08241383,0.084776506
0.075882494,0.07781814
0.079530045,0.08179786
0.08364704,0.07853822
0.07932403,0.080729686
0.08518016,0.07929696
0.07914505,0.081600785
0.07523225,0.07891298
0.07980329,0.08152507
0.07784968,0.07862489
0.08515613,0.08215214
0.07736393,0.07791404
0.08005949,0.08223491
0.07533795,0.08027802
0.07962162,0.07951291
0.078844205,0.08210045
0.07849667,0.07940527
0.084082,0.08209957
0.076684654,0.08371315
0.07872947,0.08115564
0.07591449,0.080612734
0.08015945,0.08040003
0.07478194,0.07949691
0.08219193,0.07989638
0.09037539,0.08223833
0.08014774,0.0791744
0.077734575,0.08099198
0.077673815,0.081001244
0.07542288,0.08056518
0.07804002,0.080974236
0.07889913,0.07837538
0.07350772,0.08105975
0.07719516,0.07804387
0.07989105,0.08132631
0.08005716,0.079992056
0.07523731,0.079455554
0.07774919,0.07978494
0.07511841,0.07976144
0.07136151,0.07847388
0.0786126,0.0815324
0.077031575,0.07913868
0.07747332,0.08056551
0.079346485,0.07887077
0.07773166,0.08199029
0.07571882,0.07914077
0.08448456,0.080830745
0.07369857,0.0776459
0.08049929,0.08026981
0.077468805,0.078874595
0.07566557,0.079590544
0.07918205,0.079443045
0.07650225,0.07867766
0.08170031,0.07961679
0.0767852,0.078473695
0.07903234,0.08035725
0.076140724,0.08042561
0.075359106,0.078440905
0.080440484,0.08231609
0.07608825,0.077374734
0.077884786,0.082048215
0.07732861,0.07811975
0.076003514,0.0787698
0.079729065,0.08020527
0.075755954,0.08074332
0.078960754,0.0782242
0.07844684,0.081270866
0.08582365,0.07733816
0.07885345,0.08093591
0.07620231,0.077220164
0.080353126,0.083187036
0.07429963,0.07646566
0.07985735,0.08216119
0.07327021,0.07572697
0.08228334,0.082411185
0.07359944,0.07585685
0.0817905,0.08115249
0.07389529,0.077345714
0.07805202,0.08095794
0.07790799,0.077445135
0.07965106,0.08217473
0.076914825,0.077209406
0.077951446,0.08177022
0.07835126,0.07996323
0.076251626,0.07953916
0.07924322,0.081277266
0.07509258,0.07799735
0.07915693,0.07945417
0.080435775,0.078761324
0.07549857,0.07823057
0.08367031,0.08417128
0.07686637,0.07986313
0.08388998,0.08150298
0.07618803,0.080736026
0.077605195,0.079671875
0.09089946,0.08105638
0.07588738,0.07742523
0.07825543,0.08507317
0.079525724,0.07680594
0.07857471,0.0838912
0.07434913,0.07602299
0.083740175,0.0835081
0.071643606,0.07612342
0.08305783,0.082683526
0.07386898,0.07720966
0.08147906,0.081430815
0.073182106,0.077663325
0.080346055,0.08258159
0.07393559,0.07733787
0.07972494,0.08083893
0.07596035,0.07674594
0.0794291,0.07830077
0.07716054,0.07878296
0.076102234,0.07924736
0.075069666,0.07838588
0.076563954,0.07953874
0.07661845,0.07805826
0.07527171,0.07710653
0.07687274,0.078563035
0.07383968,0.07970078
0.07666414,0.07854508
0.079317756,0.07960395
0.07797866,0.0786352
0.07870961,0.08010427
