Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
0.010183427,0.009832939,0.013094253,0.00017381982,0.010227545,0.0007282498,0.61540884,0.18959658,0.004245529,0.084565476,0.024178289,0.010790081,0.013386295,0.013588725
0.022262141,0.031293686,0.049554672,0.0008674195,0.022384146,0.00087815756,0.3032669,0.38509998,0.016340982,0.06378158,0.026585065,0.023327453,0.026924837,0.027433008
0.028992403,0.019705951,0.034285095,0.31638017,0.028803982,0.38932723,0.0016532555,0.00021638068,0.019350825,0.007365409,0.06897325,0.028685967,0.028307643,0.02795238
0.037997738,0.079677716,0.09841427,0.3323085,0.038226645,0.07518554,0.0008220279,0.0052688434,0.1934523,0.012333159,0.015089619,0.038257465,0.036213495,0.036752604
0.009792225,0.007332604,0.0054537817,0.21427743,0.009754822,0.6736192,0.00033993018,5.8859878e-5,0.02439481,0.012485772,0.012805569,0.010054448,0.009892943,0.009737543
0.052131087,0.036196582,0.23400012,0.0584843,0.051764823,0.020300252,0.03143328,0.0031863614,0.0048050834,0.0025135605,0.35005948,0.050416715,0.052294757,0.05241359
0.020169156,0.02740512,0.004223317,0.006490443,0.020289522,0.033270147,0.015906857,0.043051668,0.1883293,0.5683837,0.0038261488,0.02171466,0.02341315,0.023526741
0.073155954,0.06639562,0.05155098,0.022465514,0.073399045,0.044580013,0.089521326,0.046175573,0.057564065,0.13089256,0.08835808,0.07681432,0.08918907,0.08993793
0.011060643,0.015147561,0.0027264738,0.10065766,0.011159476,0.4594657,0.0004267777,0.00087505684,0.21733242,0.14090328,0.0025618104,0.012021635,0.01280622,0.012855269
0.0177021,0.07681694,0.038935058,0.025194475,0.017858004,0.0043953103,0.0017368651,0.124723904,0.58856297,0.052401938,0.0012637981,0.018361643,0.015825443,0.016221555
0.026588358,0.056391038,0.016413286,0.009055046,0.02674722,0.011182023,0.01653682,0.14762495,0.3089255,0.2919667,0.003910012,0.02826293,0.02801381,0.02838221
0.045752242,0.024788521,0.046810612,0.0067823124,0.045660596,0.025618574,0.310788,0.017383927,0.006348503,0.05016665,0.25964957,0.046701945,0.056725256,0.056823336
0.059096187,0.08350295,0.11413996,0.009990363,0.059432335,0.005831658,0.10748373,0.19057927,0.05368232,0.06071288,0.05454262,0.06161351,0.069072194,0.07031999
0.02484859,0.12796223,0.19448079,0.058194693,0.02512558,0.0019889213,0.001211381,0.12636256,0.35943657,0.008036334,0.0030410453,0.025215551,0.02168633,0.022409432
0.016219713,0.07555448,0.04188994,0.05427856,0.01637834,0.0075097857,0.0006382815,0.05571862,0.65419114,0.031116245,0.0011437964,0.016679851,0.014148335,0.01453284
0.049740687,0.023741757,0.012927523,0.013848075,0.04972774,0.14890128,0.143472,0.008903419,0.01928391,0.21084754,0.13869321,0.05238284,0.063938424,0.063591525
0.013440197,0.048954703,0.05563491,0.44287226,0.01358008,0.05844495,6.784159e-5,0.0021098037,0.3203361,0.0056581753,0.0023969992,0.013338314,0.011468569,0.011697052
0.023285203,0.06345742,0.069839455,0.3923578,0.023475174,0.074212804,0.00024482195,0.0033785054,0.2681234,0.009634803,0.005991512,0.023345971,0.021145364,0.02150781
0.021776885,0.041284144,0.017534219,0.0020713387,0.021889979,0.0029410503,0.06767416,0.34837136,0.12217141,0.27800503,0.005231242,0.023152974,0.023803625,0.02409261
0.06360162,0.11577883,0.29985416,0.07475622,0.063918784,0.008685128,0.010877386,0.040787257,0.06365028,0.007872293,0.05525199,0.064280614,0.06467052,0.06601499
0.028774373,0.081819914,0.07479587,0.0064092325,0.029013056,0.001484977,0.024712326,0.4327658,0.16428272,0.059950076,0.0060842168,0.030065106,0.029582143,0.030260107
0.051960573,0.07388651,0.41905814,0.098461494,0.05194923,0.0076076537,0.007618744,0.00946461,0.017498046,0.0015799191,0.11094335,0.0509304,0.04914417,0.049897186
0.009061996,0.011163584,0.008093373,0.3251826,0.009074994,0.52739024,0.00013210802,0.00011096489,0.06457626,0.01239746,0.005850218,0.009275073,0.008874238,0.008817
0.027822947,0.01547321,0.07791334,0.0025636675,0.02771876,0.0051716487,0.40817577,0.01577967,0.0015909454,0.011711658,0.3110813,0.027675586,0.033580232,0.03374122
0.03150354,0.1283504,0.15253884,0.06760334,0.031821802,0.0045499806,0.0018359518,0.1000455,0.3715483,0.014974317,0.004598533,0.03217542,0.028801786,0.029652273
0.015265845,0.015885446,0.004393411,0.13218841,0.015341546,0.55693275,0.0007325746,0.0005869221,0.115962155,0.08464117,0.0068753846,0.016374549,0.017428506,0.01739125
0.028754216,0.113114,0.10986726,0.106782004,0.029041154,0.009842869,0.0009890174,0.04945573,0.4491585,0.016950253,0.0038780395,0.029318994,0.026061635,0.026786236
0.020576686,0.043565247,0.010369051,0.006042123,0.020687483,0.009896954,0.015520318,0.13909645,0.29950625,0.36706844,0.0025953124,0.021915752,0.021464558,0.021695312
0.010557872,0.01533047,0.0025413735,0.0009465185,0.0105964765,0.0060413736,0.03764021,0.10601373,0.100447156,0.6733212,0.0018430236,0.011292762,0.011714719,0.0117132
0.022955796,0.06004427,0.19302508,0.0024163998,0.023173627,0.00021602436,0.054538142,0.5204242,0.026202971,0.00863476,0.015389159,0.023542574,0.024360117,0.025076816
0.07347644,0.10218208,0.08233237,0.055231106,0.07387233,0.038722374,0.02267973,0.049059354,0.13859029,0.077247426,0.04325892,0.076696955,0.082737766,0.08391289
0.060599085,0.0807245,0.03939828,0.0781364,0.060945522,0.095116206,0.010897433,0.022956213,0.19995774,0.12298344,0.026722122,0.063836046,0.068489544,0.06923752
0.02468902,0.025369106,0.004412982,0.054289747,0.024868056,0.31205085,0.003386855,0.0037034466,0.17554988,0.27624062,0.008196405,0.026844863,0.030161168,0.030237058
0.061252885,0.043658894,0.19407609,0.06726627,0.060921464,0.031566747,0.033148102,0.004301239,0.008323364,0.005100113,0.30335063,0.060010545,0.06343456,0.06358914
0.030601729,0.04037697,0.008241902,0.01169712,0.030792454,0.043730292,0.020091884,0.047844145,0.19798847,0.45598856,0.007634699,0.032909498,0.03591937,0.036182933
0.02013339,0.0388913,0.014987513,0.21748728,0.020299504,0.23124544,0.0004483609,0.0025082084,0.32970297,0.05712166,0.0044996985,0.021072663,0.020689376,0.020912644
0.04339839,0.10817829,0.06872608,0.030876609,0.04373971,0.010417178,0.010297509,0.1407743,0.317372,0.08181736,0.0086583905,0.04539556,0.044704266,0.04564433
0.030484907,0.043479282,0.098865435,0.4926522,0.03049017,0.12632716,0.00054923503,0.00079863257,0.0572276,0.0038705221,0.029765151,0.029815238,0.027789297,0.02788516
0.009023177,0.008772218,0.011898015,0.39467567,0.008988007,0.49945283,0.00013691084,4.502371e-5,0.025697947,0.004448915,0.011394775,0.008962167,0.008308427,0.008195952
0.012727671,0.05192328,0.05292178,0.3813862,0.012871882,0.045634303,6.5179345e-5,0.0029892565,0.39679793,0.006411433,0.0018030042,0.012670896,0.010776975,0.01102023
0.017055491,0.045759186,0.095909104,0.5743997,0.017159434,0.06354385,0.000100463425,0.0010464247,0.13030769,0.0024372833,0.0066999765,0.016600402,0.014392122,0.014588864
0.018439677,0.01816708,0.026015969,0.4155071,0.0183898,0.38372353,0.00040301064,0.00016901409,0.036550872,0.0065304516,0.022979889,0.018320082,0.017475326,0.017328355
0.05771419,0.117775515,0.11848695,0.026407836,0.058139477,0.008037511,0.02436066,0.16385119,0.16145372,0.0554803,0.022189159,0.06014203,0.062324278,0.06363718
0.0067934133,0.0076098875,0.0042485544,0.00010215261,0.006815958,0.0007235623,0.4230256,0.25350076,0.00963781,0.2572594,0.00624646,0.007265367,0.008350237,0.008420815
