Column1,Column2
0.121474795,0.122819476
0.11532385,0.12031356
0.11107157,0.117896184
0.11105972,0.115619436
0.115511455,0.1133976
0.109601736,0.11123975
0.0970243,0.10916567
0.10144063,0.1076329
0.105017446,0.10574438
0.10146543,0.10394435
0.09671684,0.1022128
0.09827947,0.10053723
0.09764415,0.09899349
0.0966582,0.097493954
0.09273124,0.09615721
0.09068185,0.09480451
0.08932798,0.09350486
0.09094647,0.09227143
0.087381124,0.09117277
0.08930527,0.090132095
0.09320415,0.08911072
0.08731455,0.08822714
0.083404474,0.08733723
0.08335606,0.08641144
0.081798494,0.085599504
0.08375055,0.084843874
0.079521574,0.08404315
0.09130738,0.08328024
0.08428248,0.08274954
0.075631656,0.08208849
0.078720436,0.08142425
0.07591815,0.08075044
0.07698393,0.08010422
0.07930778,0.079470575
0.081623554,0.07889371
0.07621592,0.07845415
0.07641984,0.07798706
0.071439214,0.07743609
0.07700747,0.07692229
0.07531708,0.076460645
0.07273138,0.07604052
0.06724421,0.07559522
0.072361164,0.075211905
0.07392816,0.07479435
0.070218705,0.07443739
0.07428231,0.074025445
0.06777686,0.07361751
0.07098509,0.07329361
0.076353356,0.07305675
0.06974134,0.073012985
0.071969695,0.072650574
0.069789715,0.0723369
0.06674329,0.07201566
0.06796829,0.07174742
0.07045847,0.07150526
0.069831975,0.071207106
0.071698904,0.07098544
0.066276796,0.07069852
0.06915445,0.07048334
0.065452695,0.07029512
0.06568507,0.07003806
0.06815666,0.06989597
0.066021234,0.06965507
0.066852756,0.069514595
0.06708895,0.06931179
0.06671896,0.06909837
0.06643406,0.06894533
0.06781308,0.06878445
0.062046975,0.06864575
0.070587575,0.06851679
0.06585834,0.06838181
0.06533574,0.06820897
0.06450934,0.068037294
0.0635571,0.06786304
0.06494634,0.067752264
0.06652057,0.06762459
0.06369135,0.06754702
0.06492681,0.06755932
0.06336976,0.06752016
0.063680924,0.06735817
0.065427,0.06716061
0.062243674,0.06707638
0.06531411,0.06700429
0.0693013,0.06682179
0.06543594,0.06683991
0.06365891,0.06683668
0.06283983,0.066771865
0.063663125,0.066630065
0.06260718,0.06656215
0.06444759,0.066490486
0.06815315,0.066406555
0.06324985,0.06632436
0.06453031,0.06620974
0.06337421,0.06624476
0.062514685,0.06619399
0.063850954,0.06615601
0.063643195,0.066076264
0.06310201,0.066037804
0.06196606,0.06603377
0.062184725,0.06597213
0.06375466,0.06587238
0.061159797,0.065806314
0.06317042,0.06575911
0.063876934,0.06572972
0.077776365,0.065640494
0.059579127,0.065699525
0.064314365,0.065622225
0.06104054,0.06560407
0.06529776,0.065492615
0.061438005,0.065486744
0.062808,0.065452814
0.065970175,0.06540837
0.06260269,0.06531439
0.06400354,0.06536995
0.061200444,0.065301254
0.06280984,0.0653056
0.061191507,0.06520167
0.06215186,0.06514667
0.060671203,0.06513753
0.061664235,0.06514677
0.062232282,0.06513769
0.062308542,0.06511291
0.060507245,0.065100804
0.06568241,0.065117046
0.061726604,0.065029725
0.061912864,0.06511648
0.0596342,0.06502894
0.06238937,0.06500209
0.06409744,0.065085985
0.05964539,0.06503274
0.063210465,0.06506427
0.06330861,0.06500822
0.06466686,0.06497358
0.0609242,0.06507397
0.06082093,0.065185435
0.06255041,0.06507913
0.060929153,0.06506348
0.0662959,0.06501521
0.06169802,0.064986646
0.058212742,0.065005004
0.06106415,0.06499118
0.06227876,0.06490385
0.06013046,0.06489908
0.06207629,0.06498673
0.06307707,0.064981624
0.06239261,0.06495913
0.06676408,0.06494534
0.06290738,0.0649444
0.06407519,0.06494757
0.06300483,0.06489635
0.06072294,0.064905114
0.059717774,0.064922385
0.06195126,0.06485784
0.067670874,0.06491375
0.062202364,0.06499563
0.062110126,0.065141186
0.062285125,0.06505581
0.062818244,0.06501935
0.062377505,0.06495
0.060797423,0.06489684
0.062992185,0.06483964
0.062009327,0.06489838
0.0617513,0.06495017
0.061180852,0.06489221
0.061916407,0.06488681
0.062829055,0.06485168
0.060947392,0.06482936
0.064474165,0.06491487
0.065896705,0.06491814
0.06230112,0.064832784
0.05993363,0.06490468
0.06376656,0.06486692
0.05930639,0.06494358
0.059786852,0.06489826
0.06263961,0.06483848
