
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
36246,75062.2,-33.6316,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
36193.3,74993.3,-4.62885,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
