
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
49.567,um,Surface,1,ATMgroup,0,
17.3844,um,Surface,1,TVCgroup,1,
