
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
46458.5,76911.1,86.1982,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
46399.9,76936.4,55.1745,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,1,
