
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
41301.6,67010.6,-18.0266,um,Surface,Center of Homogeneous Mass,1,ATMgroup,2,
41237.9,67058.8,6.67145,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
