
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
8.18761,um,Surface,1,TVCgroup,0,
6.38451,um,Surface,1,ATMgroup,2,
