
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
884.292,um^3,Cell,1,TVC,1,
1651.19,um^3,Cell,1,TVC,2,
1087.12,um^3,Cell,1,TVC,3,
2054.4,um^3,Cell,1,TVC,7,
7058.2,um^3,Cell,1,ATM,9,
6688.78,um^3,Cell,1,ATM,12,
