
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.427076,,Nucleus,1,ATM,2,100000002,
0.55014,,Nucleus,1,ATM,3,100000003,
0.356127,,Nucleus,1,TVC,8,100000008,
0.563,,Nucleus,1,TVC,9,100000009,
0.43616,,Nucleus,1,TVC,10,100000010,
0.431472,,Nucleus,1,TVC,11,100000011,
