
Nucleus Area
 ==================== 
Nucleus Area,Unit,Category,Time,Default Labels,CellID,ID,
435.771,um^2,Nucleus,1,ATM,4,100000002,
359.529,um^2,Nucleus,1,ATM,5,100000003,
274.776,um^2,Nucleus,1,TVC,6,100000004,
153.286,um^2,Nucleus,1,TVC,7,100000005,
