
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.392179,,Cell,1,ATM,3,
0.357944,,Cell,1,ATM,4,
0.477455,,Cell,1,TVC,6,
0.469508,,Cell,1,TVC,7,
0.352486,,Cell,1,TVC,8,
