
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
42238.1,48483.7,-15.4574,um,Cell,Cell Center of Homogeneous Mass,1,ATM,3,
42259.9,48494.5,-15.9592,um,Cell,Cell Center of Homogeneous Mass,1,ATM,4,
42208.6,48451.4,-1.86242,um,Cell,Cell Center of Homogeneous Mass,1,TVC,6,
42217.7,48461.9,-2.85302,um,Cell,Cell Center of Homogeneous Mass,1,TVC,7,
42226.4,48468.1,-7.59865,um,Cell,Cell Center of Homogeneous Mass,1,TVC,8,
