
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
2.36075,um,Nucleus,1,TVC,0,100000000,
2.79471,um,Nucleus,1,TVC,1,100000001,
2.24011,um,Nucleus,1,TVC,2,100000002,
2.73226,um,Nucleus,1,TVC,3,100000003,
2.28845,um,Nucleus,1,TVC,4,100000004,
2.03334,um,Nucleus,1,TVC,5,100000005,
2.08677,um,Nucleus,1,TVC,6,100000006,
