
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
5.69201,11.1186,12.2319,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,11,100000010,
6.49023,10.677,11.4345,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,12,100000011,
4.28183,5.80275,7.63115,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,2,100000001,
5.61394,7.14303,8.79298,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,5,100000004,
6.48475,7.0306,8.53323,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,6,100000005,
4.08549,5.41171,7.53833,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,8,100000007,
