
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.456138,,Cell,1,ATM,0,
0.281482,,Cell,1,ATM,1,
0.30716,,Cell,1,TVC,2,
0.419807,,Cell,1,TVC,3,
0.502035,,Cell,1,TVC,4,
0.283246,,Cell,1,TVC,5,
