
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
43957.3,68035,17.2926,um,Surface,Position,1,ATM,6,
44013.1,68047.8,43.4263,um,Surface,Position,1,TVCgroup,0,
