
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
19.8411,um,Surface,1,TVCgroup,0,
39.3289,um,Surface,1,ATMgroup,4,
