
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
816.18,um^3,Cell,1,TVC,0,
624.471,um^3,Cell,1,TVC,1,
1822.01,um^3,Cell,1,TVC,2,
1918.15,um^3,Cell,1,TVC,3,
4329.57,um^3,Cell,1,ATM,4,
5011.77,um^3,Cell,1,ATM,5,
