
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
19.9238,um,Cell,Image 1,1,TVC,2,
24.1629,um,Cell,Image 1,1,TVC,3,
19.4999,um,Cell,Image 1,1,TVC,6,
18.2281,um,Cell,Image 1,1,TVC,7,
4.66302,um,Cell,Image 1,1,ATM,8,
2.96738,um,Cell,Image 1,1,ATM,9,
