
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
5.7826,um,Cell,1,TVC,0,
8.34569,um,Cell,1,TVC,1,
6.62564,um,Cell,1,TVC,3,
7.51656,um,Cell,1,TVC,5,
8.44246,um,Cell,1,TVC,6,
7.49408,um,Cell,1,TVC,7,
9.16482,um,Cell,1,ATM,10,
