
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
35391.6,62727.9,-51.3838,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
35434.6,62662.4,-17.4062,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
