
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
18.293,32.0117,119.359,um,Surface,BoundingBoxOO Length,1,ATMgroup,0,
15.582,29.1328,46.3906,um,Surface,BoundingBoxOO Length,1,TVCgroup,1,
