
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
13122.7,um^3,Cell,1,ATM,5,
11101.3,um^3,Cell,1,ATM,6,
1330.29,um^3,Cell,1,TVC,7,
1038.23,um^3,Cell,1,TVC,8,
1219.57,um^3,Cell,1,TVC,9,
896.012,um^3,Cell,1,TVC,10,
