
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
31404.2,37338.9,138.838,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
31407.9,37268.3,131.886,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
