
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
8.33868,um,Cell,1,TVC,0,
7.17274,um,Cell,1,TVC,1,
7.88871,um,Cell,1,TVC,2,
7.46609,um,Cell,1,TVC,3,
11.0557,um,Cell,1,ATM,4,
12.8308,um,Cell,1,ATM,5,
