
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.5352,um,Surface,1,TVCgroup,0,
9.23157,um,Surface,1,ATMgroup,4,
