
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
47230.1,50039.4,32.1945,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
47299,50003,6.06128,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
