
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
38858.7,52417.1,121.688,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
38780.7,52455.4,118.093,um,Surface,Center of Homogeneous Mass,1,TVCgroup,1,
