
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
3.19717,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,9,100000007,
6.75258,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,1,100000010,
1.70003,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,5,100000003,
3.15577,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,6,100000004,
3.65283,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,7,100000005,
2.41641,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,8,100000006,
