
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
18.1001,26.8309,93.1522,um,Surface,BoundingBoxOO Length,1,ATMgroup,0,
19.2792,35.485,45.1713,um,Surface,BoundingBoxOO Length,1,TVCgroup,2,
