
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.535667,-0.830999,-0.150004,um,Surface,Ellipsoid Axis C,1,ATMgroup,3,
-0.969691,0.214386,0.11721,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
