
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
3.95429,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,11,100000010,
1.6451,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,12,100000011,
1.16728,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,1,100000000,
3.04306,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,5,100000004,
1.74,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,6,100000005,
2.68145,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,8,100000007,
