
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
14.9169,um,Surface,1,TVCgroup,0,
8.67318,um,Surface,1,ATMgroup,4,
