
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
36337.3,52792.8,188.659,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
36412.1,52745.4,156.775,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
