
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
13.1641,20.9902,88.7188,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
12.9531,25.2896,30.5283,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
