
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.318346,-0.107621,-0.941846,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
0.594643,-0.713824,-0.369939,um,Surface,Ellipsoid Axis A,1,TVCgroup,2,
