
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.11466,um,Surface,1,ATMgroup,0,
5.65455,um,Surface,1,TVCgroup,2,
