
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
50627,25676.7,53.7099,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,1,
50680.7,25600.4,64.5845,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
