
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
34480.9,35211.8,64.0063,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
34419,35183.3,82.36,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
