
Cell Ellipsoid Axis Length C
 ==================== 
Cell Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
9.15974,um,Cell,1,ATM,4,
11.8791,um,Cell,1,ATM,5,
11.2377,um,Cell,1,ATM,6,
22.3008,um,Cell,1,ATM,7,
18.7652,um,Cell,1,ATM,8,
45.5388,um,Cell,1,ATM,10,
