
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
51746.5,88368.3,72.5837,um,Surface,Position,1,ATMgroup,0,
51699.5,88381.8,48.8604,um,Surface,Position,1,TVCgroup,2,
