
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
1383.03,um^2,Cell,1,TVC,0,
936.339,um^2,Cell,1,TVC,1,
1617.82,um^2,Cell,1,TVC,2,
966.482,um^2,Cell,1,TVC,3,
3988.52,um^2,Cell,1,ATM,4,
3648.92,um^2,Cell,1,ATM,5,
