
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
39408.2,23530.8,19.3126,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,3,
39462,23477.9,3.66686,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
